.:59.999 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.886 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.924 [Debug] 等待超时：发送LOFF命令。 SocketClient.Listen_Socket => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.924 [Debug] 扫描枪1：发送数据：4c4f46460d SocketClient.SendText => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.924 [Debug] 扫描枪1：等待接收 SocketClient.Listen_Socket => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.924 [Debug] 扫描枪1：收到数据[0#NG1#NG2#NG3#NG4#NG5#NG6#NG7#NG8#
] SocketClient.Listen_Socket => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.924 [Debug] 条码0:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 条码1:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 条码2:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 条码3:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 条码4:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 条码5:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 条码6:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 条码7:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 条码8:NG SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 条码9:NG SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 当前不校验重复性，不用上传电芯条码。 SocketClient.Listen_WriteIntoPLC_CheckChongfu => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:55.937 [Debug] 扫描枪1：获取数据库编号：200004931、200004932、200004933、200004934、200004935、200004936、200004937、200004938、200004939、200004940。 SocketClient.Listen_WriteIntoPLC_GetMyCode => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.137 [Debug] 扫描枪2写入PLC原始电芯数据：SN=NG,MyCode=200004931,Capacity=0,R=0,V=0
SN=NG,MyCode=200004932,Capacity=0,R=0,V=0
SN=NG,MyCode=200004933,Capacity=0,R=0,V=0
SN=NG,MyCode=200004934,Capacity=0,R=0,V=0
SN=NG,MyCode=200004935,Capacity=0,R=0,V=0
SN=NG,MyCode=200004936,Capacity=0,R=0,V=0
SN=NG,MyCode=200004937,Capacity=0,R=0,V=0
SN=NG,MyCode=200004938,Capacity=0,R=0,V=0
 SocketClient.Listen_WriteIntoPLC_OPC_DxOrgData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.187 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.218 [Debug] 扫描枪1:OPC成功写入电池组信息：200004931200004932200004933200004934200004935200004936200004937200004938200004939200004940,1840700269！ SocketClient.Listen_WriteIntoPLC_OPC => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.419 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.419 [Debug] 上一次记录为0，虽然本次记录为0，但不是可以扫码了; SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.488 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.522 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.522 [Debug] 上一次记录为0，本次标识为不是0; SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.566 [Debug] 扫描枪1已通知PLC清空电芯数据，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.789 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.968 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.968 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:56.968 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:57.090 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:57.370 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:57.372 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:57.372 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:57.391 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:57.693 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:57.773 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:57.773 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:57.773 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:57.994 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.176 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.176 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.176 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.295 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.579 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.579 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.579 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.596 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.897 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.981 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.981 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:58.981 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.198 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.383 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.383 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.383 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.499 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.785 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.785 [Debug] 上一次记录为不0，而且本次记录为0，可以扫码了; SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.785 [Debug] 扫描枪1：PLC通知读取条码。 SocketClient.Listen => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.785 [Debug] 扫描枪1：发送数据：4c4f4e0d SocketClient.SendText => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.785 [Debug] 扫描枪1：等待接收 SocketClient.Listen_Socket => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:23:59.805 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:00.106 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:00.409 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:00.710 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:01.011 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:01.312 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:01.614 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:01.915 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:02.217 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:02.518 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:02.819 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:03.121 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:03.422 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:03.723 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.024 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.304 [Debug] 等待超时：发送LOFF命令。 SocketClient.Listen_Socket => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.304 [Debug] 扫描枪1：发送数据：4c4f46460d SocketClient.SendText => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.304 [Debug] 扫描枪1：等待接收 SocketClient.Listen_Socket => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.325 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 扫描枪1：收到数据[0#NG1#NG2#NG3#NG4#NG5#NG6#NG7#NG8#
] SocketClient.Listen_Socket => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 条码0:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 条码1:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 条码2:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 条码3:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 条码4:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 条码5:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 条码6:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 条码7:NG，来料工单()：True SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 条码8:NG SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 条码9:NG SocketClient.Listen_Socket_AnalyzeData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 当前不校验重复性，不用上传电芯条码。 SocketClient.Listen_WriteIntoPLC_CheckChongfu => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.334 [Debug] 扫描枪1：获取数据库编号：100392821、100392822、100392823、100392824、100392825、100392826、100392827、100392828、100392829、100392830。 SocketClient.Listen_WriteIntoPLC_GetMyCode => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.529 [Debug] 扫描枪1写入PLC原始电芯数据：SN=NG,MyCode=100392821,Capacity=0,R=0,V=0
SN=NG,MyCode=100392822,Capacity=0,R=0,V=0
SN=NG,MyCode=100392823,Capacity=0,R=0,V=0
SN=NG,MyCode=100392824,Capacity=0,R=0,V=0
SN=NG,MyCode=100392825,Capacity=0,R=0,V=0
SN=NG,MyCode=100392826,Capacity=0,R=0,V=0
SN=NG,MyCode=100392827,Capacity=0,R=0,V=0
SN=NG,MyCode=100392828,Capacity=0,R=0,V=0
 SocketClient.Listen_WriteIntoPLC_OPC_DxOrgData => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.610 [Debug] 扫描枪1:OPC成功写入电池组信息：100392821100392822100392823100392824100392825100392826100392827100392828100392829100392830,1840700269！ SocketClient.Listen_WriteIntoPLC_OPC => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.626 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.812 [Debug] 获取Bat_Bool1值为1840700269 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.812 [Debug] 上一次记录为0，本次标识为不是0; SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.867 [Debug] 扫描枪1已通知PLC清空电芯数据，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.927 [Debug] 读取到AT_ReadResult值为[true] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:04.927 [Debug] 可以读取结果集了。 ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] 成功读取测试结果：Rt_Bat20Code:,Rt_Bat20V:0,Rt_Bat20Dz0,Rt_Bat20Cao:0
 ResultControler.Listen_GetReuslt => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] 成功读取压差测试结果：{"Yc1":0.0,"Yc2":0.0,"Yc3":0.0,"Yc4":3296.0,"Yc5":3282.2,"Yc6":3294.4,"Yc7":3295.4,"Yc8":3286.7,"Yc9":3294.4,"Yc10":3273.7,"Yc11":3284.2,"Yc12":3294.4,"Yc13":3247.4,"Yc14":3294.4,"Yc15":3295.2,"Yc16":3228.3} ResultControler.Listen_GetYaChaReuslt => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:150,GrooveID:14667，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:150,GrooveID:14667，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:150,GrooveID:14667，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.028 [Debug] Cao:110,GrooveID:14663，TuoPanCode： ResultControler.Listen_SaveReuslt_TuoPanCode_GrooveID => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.037 [Debug] 成功保存结果,托盘号：\\\\\\\\\\\\\\\\\\\，新增：16个电芯 ResultControler.Listen_SaveReuslt => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.148 [Debug] AT_ReadResult成功重置为false。 ResultControler.Listen_ResetAt_ReadResult => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.195 [Debug] AT_ReadResult成功重置为false。 ResultControler.Listen_ResetAt_ReadResult => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.195 [Debug] 已将AT_ReadResult设置为false，程序休眠700毫秒。 ResultControler.Listen => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.268 [Debug] 获取Bat_Bool1值为1840700269 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.268 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.268 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.669 [Debug] 获取Bat_Bool1值为1840700269 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.669 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:05.669 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.070 [Debug] 获取Bat_Bool1值为1840700269 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.070 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.070 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.197 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.471 [Debug] 获取Bat_Bool1值为1840700269 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.471 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.471 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.498 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.799 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.873 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.873 [Debug] 上一次记录为不0，而且本次记录为0，可以扫码了; SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.873 [Debug] 扫描枪1：PLC通知读取条码。 SocketClient.Listen => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.873 [Debug] 扫描枪1：发送数据：4c4f4e0d SocketClient.SendText => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:06.873 [Debug] 扫描枪1：等待接收 SocketClient.Listen_Socket => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:07.100 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:07.401 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:24:07.702 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
